,Name,Address,Phone Numbers,Year Born,Home Status,Speeding Tickets,Children,Annual Income,Email
608,Madelyn Cruz,"21562 Second Dr., Apt 8032, Paradise, Nevada",7411213834,1946,Rent,2,0,$136330,madely-cru661@yahoo.com
609,Charlie Peterson,"10984 Second Ln., Enterprise, Nevada",8135917406,1987,Rent,0,0,$128270,charlie-peterso927@aol.com
610,Logan Young,"20406 Fifth Ave, Apt 505, Metairie, Louisiana",7296920032,1993,Own,1,0,$25729,logan_young436@hotmail.com
611,Oliver Hall,"26594 Third Ave, Enterprise, Nevada",9300751599,1953,Rent,0,0,$162402,olivehal288@yahoo.com
612,Jackson Turner,"19628 Seventh Place, Spring Valley, Nevada",6582911748,2011,N/A,0,0,0,jackson.turne91@gmail.com
613,Samuel Diaz,"32571 Second Place, Apt 9627, Paradise, Nevada",6690632817,1940,Own,2,0,$86843,samuel_diaz56@outlook.com
614,Luca Perry,"25308 Tenth St., Spring Valley, Nevada",9565553870,1990,Rent,0,3,$79981,luc-perry85@aol.com
615,Ariana James,"29256 Park Place, Apt 1788, Paradise, Nevada",5404896554,1991,Rent,0,0,$202407,ariana-james95@aol.com
616,Kinsley Morgan,"28795 Park Place, Apt 7335, Arlington, Virginia",9504285425,1965,Rent,0,0,$103025,kinsley.morgan416@outlook.com
617,Elena Kelly,"18098 Ninth Blvd., Apt 7446, Brandon, Florida",5629194459,1952,Rent,0,0,$185522,elena_kell793@gmail.com
618,Scarlett Garcia,"3504 First Dr., Enterprise, Nevada",5144588303,1941,Rent,0,1,$235985,scarlettgarcia264@protonmail.com
619,Luke Edwards,"22171 Seventh St., Paradise, Nevada",5655930499,1948,Rent,0,0,$77579,luk.edwards400@hotmail.com
620,Abigail Lewis,"12245 Third St., Sunrise Manor, Nevada",7217400004,1991,Rent,0,3,$82406,abigailewis812@protonmail.com
621,Scarlett King,"9934 Ninth St., Apt 6391, Paradise, Nevada",5039189288,1991,Rent,0,0,$112816,scarlett_kin706@gmail.com
622,Ryan Kelly,"18332 Tenth Blvd., Apt 9402, Metairie, Louisiana",9542655180,1987,Rent,0,2,$110551,rya-kelly506@gmail.com
623,Logan Collins,"6935 Fourth Ave, Brandon, Florida",9185458456,1930,Rent,0,0,$17557,loga-collin213@gmail.com
624,Luca Wood,"28496 First Dr., Sunrise Manor, Nevada",5490411731,1942,Own,0,0,$175699,luc_woo394@protonmail.com
625,Maverick Roberts,"11229 First St., Sunrise Manor, Nevada",4480132558,2000,Rent,0,0,$71133,maveric-roberts656@gmail.com
626,Luna Rodriguez,"17116 Eighth Place, Sunrise Manor, Nevada",9664321925,1956,Rent,0,2,$70410,lunarodrigue818@outlook.com
627,Oliver Cruz,"19904 Sixth Dr., Paradise, Nevada",6171242033,2008,N/A,0,0,0,oliver.cru42@outlook.com
628,Ethan Morris,"32834 Second Ln., Paradise, Nevada",4294352450,1931,Rent,0,0,$207032,etha.morri255@yahoo.com
629,Evelyn Perry,"4092 Ninth Dr., Enterprise, Nevada",6179579350,1926,Own,0,4,$52407,evely.perr715@hotmail.com
630,Penelope Howard,"2589 Sixth Ln., Brandon, Florida",2243791104,1973,Rent,0,0,$177620,penelope_howard157@outlook.com
631,Julian Jenkins,"6191 Second Ln., Apt 842, Sunrise Manor, Nevada",5515904583,2011,N/A,0,0,0,julian.jenkin128@protonmail.com
632,Grayson Morales,"32845 Oak Blvd., Apt 5393, Arlington, Virginia",4916796420,1933,Rent,0,0,$62957,grayso.morale675@protonmail.com
633,Scarlett Scott,"24613 Fifth Ln., Apt 741, Arlington, Virginia",2058853570,2004,N/A,0,0,$33244,scarlett_scot554@hotmail.com
634,Caden Russell,"1602 Second St., Brandon, Florida",4226534505,1989,Rent,0,0,$181748,cade.russell145@outlook.com
635,Aaliyah Jones,"19275 Seventh Place, Spring Valley, Nevada",2192301047,1956,Own,0,0,$221092,aaliya-jone479@yahoo.com
636,Paisley Collins,"31931 Tenth Ln., Apt 81, Enterprise, Nevada",4726548873,1927,Own,0,3,$195699,paisle-collin444@gmail.com
637,Miles Edwards,"29534 Oak Ave, Brandon, Florida",2884319736,2020,N/A,0,0,0,miles.edwards199@yahoo.com
638,Camilla Hill,"6382 Cedar St., Brandon, Florida",7674482222,1998,Rent,2,0,$185135,camill.hil439@aol.com
639,Mia Richardson,"691 Fifth St., Apt 5242, Brandon, Florida",9294564289,2017,N/A,0,0,0,miarichardson425@protonmail.com
640,Charlotte Robinson,"6919 Tenth Blvd., Apt 906, Paradise, Nevada",7694491691,1994,Rent,1,0,$230520,charlotte.robinso740@yahoo.com
641,Josiah Phillips,"12421 Ninth Place, Apt 6163, Sunrise Manor, Nevada",5999538671,1999,Own,0,4,$125091,josiah_phillip540@hotmail.com
642,Logan Mitchell,"2058 Third Ave, Enterprise, Nevada",6999076540,1928,Rent,0,2,$74864,loganmitchell352@yahoo.com
643,Benjamin Barnes,"6625 Second Ln., Apt 4939, Arlington, Virginia",2238666312,1925,Own,0,0,$186863,benjamin.barnes610@yahoo.com
644,Olivia Miller,"11370 Second Place, Apt 5715, Metairie, Louisiana",9342161939,1949,Own,0,0,$108935,olivia.miller803@hotmail.com
645,Julian Wood,"23083 Seventh Place, Apt 973, Paradise, Nevada",7232288255,2011,N/A,0,0,0,juliawood451@gmail.com
646,Alexander Ross,"9112 Cedar Dr., Apt 8151, East Los Angeles, California",2996431630,1945,Rent,0,0,$186250,alexanderros575@outlook.com
647,Emma Bailey,"20109 Fourth Ln., Arlington, Virginia",8286189316,2019,N/A,0,0,0,emm.baile621@aol.com
648,Olivia Watson,"16863 Tenth St., Brandon, Florida",9048938230,1949,Rent,0,0,$109584,oliviwatso705@protonmail.com
649,Peyton Garcia,"29692 Oak Dr., Apt 3616, Enterprise, Nevada",6902724433,1924,Rent,0,2,$219386,peyton_garcia632@gmail.com
650,Isaac Ross,"685 Tenth Ave, Apt 8436, East Los Angeles, California",8479214403,1986,Rent,0,0,$19497,isaac.ross815@aol.com
651,Lila Gutierrez,"22493 Seventh Place, Apt 7614, Spring Valley, Nevada",3558035092,2017,N/A,0,0,0,lilgutierre121@yahoo.com
652,Isabella Powell,"30240 Seventh Blvd., Apt 4312, Enterprise, Nevada",5319065104,1969,Own,0,0,$96268,isabella.powel400@hotmail.com
653,Carson White,"28350 Fourth Ln., Apt 514, Sunrise Manor, Nevada",2629168448,1993,Rent,1,0,$34498,carsonwhite163@aol.com
654,Luna Edwards,"1143 Third Ave, Metairie, Louisiana",4745384489,1982,Rent,0,2,$24873,luna_edwards423@protonmail.com
655,Paisley Hughes,"28163 Second St., Arlington, Virginia",3106718568,1921,Own,0,0,$197350,paisle-hughes501@yahoo.com
656,Isaiah Jones,"6725 Fifth Dr., Apt 4713, East Los Angeles, California",7312793590,2021,N/A,0,0,0,isaiajone388@aol.com
657,Caleb Lee,"13165 Tenth Dr., Apt 4901, Metairie, Louisiana",3321741388,1973,Own,0,0,$49518,cale_lee936@yahoo.com
658,Isaac Ward,"6180 Park Blvd., Apt 4298, Sunrise Manor, Nevada",6682460224,1936,Rent,0,0,$183752,isaac_war908@yahoo.com
659,Madison Collins,"26753 Fourth Place, Brandon, Florida",9099573771,1928,Rent,1,0,$214436,madiso-collin361@outlook.com
660,Scarlett Adams,"20108 Eighth Ln., East Los Angeles, California",9954143136,1921,Rent,0,2,$172811,scarlet-adam640@outlook.com
661,Oliver Cruz,"915 Tenth Blvd., Apt 812, Metairie, Louisiana",5808283866,1955,Rent,2,0,$142169,oliver_cru530@outlook.com
662,Maya Wright,"6312 Tenth St., Brandon, Florida",2554290163,1953,Rent,0,3,$26178,maywrigh295@hotmail.com
663,Lucas Ortiz,"6934 Seventh Dr., Apt 9244, Sunrise Manor, Nevada",5895979165,1983,Rent,0,0,$48912,lucas.ortiz944@hotmail.com
664,Daniel Miller,"8837 Seventh Place, Apt 7310, East Los Angeles, California",9565440628,1981,Rent,2,0,$166390,danie.mille749@yahoo.com
665,Miles Nelson,"9157 Third Blvd., Apt 9623, Metairie, Louisiana",5587105073,2002,Rent,0,0,$224507,milenelson855@outlook.com
666,Harper Perez,"12911 First Ave, Apt 3707, Metairie, Louisiana",3740253254,1936,Own,0,2,$243157,harpeperez536@hotmail.com
667,Nova Green,"3002 Fifth St., Arlington, Virginia",5413417853,1964,Rent,1,0,$195584,nov-gree250@hotmail.com
668,Logan Hernandez,"18903 Ninth Place, East Los Angeles, California",2107383093,1948,Own,0,0,$31478,logan-hernandez803@hotmail.com
669,Muhammad Ortiz,"28626 Ninth Blvd., Apt 8074, East Los Angeles, California",5744408362,1975,Rent,0,0,$132445,muhamma.ortiz940@outlook.com
670,Aiden Young,"31075 Eighth St., Spring Valley, Nevada",7842504331,1925,Rent,0,0,$201306,aiden.youn670@hotmail.com
671,Caleb Young,"21568 Eighth Dr., Apt 7050, Enterprise, Nevada",3015807246,1980,Rent,0,1,$248012,cale.young4@protonmail.com
672,Leo Peterson,"5133 Sixth St., Apt 3100, Metairie, Louisiana",4207001602,1981,Rent,0,0,$101884,le.peterso353@aol.com
673,Mila Lopez,"21549 Seventh Dr., East Los Angeles, California",9794020234,1975,Own,0,1,$209419,mila.lopez781@aol.com
674,Zoe Carter,"14160 First St., Metairie, Louisiana",2740500886,1954,Rent,0,0,$238755,zoe.carter363@protonmail.com
675,Everly Clark,"2046 Sixth Ave, East Los Angeles, California",9077761479,1937,Rent,0,0,$221239,everl.clark309@protonmail.com
676,Aaliyah Nelson,"3579 Sixth Place, Sunrise Manor, Nevada",7650528887,2007,N/A,0,0,0,aaliyah.nelso113@yahoo.com
677,Riley Myers,"30701 First Dr., Apt 9105, Paradise, Nevada",3303846816,2007,N/A,0,0,0,rileymyers751@hotmail.com
678,Zoe Rivera,"9048 Fourth Dr., Sunrise Manor, Nevada",4855764382,1929,Rent,0,0,$187037,zo-river928@protonmail.com
679,Caleb Jackson,"31146 Tenth Ave, East Los Angeles, California",2509970464,1923,Own,0,2,$38435,cale.jackson245@gmail.com
680,Jayden Ortiz,"28039 Sixth Dr., Apt 9741, Paradise, Nevada",2489881329,1994,Rent,0,2,$239881,jayde-orti550@protonmail.com
681,Leo Rogers,"30920 First Dr., Apt 1465, Paradise, Nevada",4839069948,1960,Own,0,0,$40547,leroger135@aol.com
682,Caden Miller,"21235 Ninth St., Apt 6164, Arlington, Virginia",3092711210,1989,Own,0,2,$241332,cade-miller870@aol.com
683,Miles Johnson,"10088 Park St., Apt 980, Metairie, Louisiana",5482597015,1988,Rent,0,2,$35284,mile_johnson904@hotmail.com
684,Mateo Turner,"25715 Seventh Dr., Enterprise, Nevada",5523789130,1996,Rent,0,2,$182423,mate-turne492@hotmail.com
685,Emilia Sanchez,"29289 Oak Place, Apt 7642, Enterprise, Nevada",4097999847,2001,Own,2,0,$15389,emili_sanche981@outlook.com
686,Charlie Lee,"6213 Eighth Dr., Apt 1569, Arlington, Virginia",9495933597,1977,Rent,2,0,$45067,charli.le12@aol.com
687,Miles Ramirez,"24669 Tenth St., Sunrise Manor, Nevada",6277548227,1976,Own,0,2,$23948,milesramirez875@hotmail.com
688,Logan Adams,"31067 Seventh Ln., Apt 2204, Sunrise Manor, Nevada",8412596257,1986,Own,0,0,$196306,logan_adams848@outlook.com
689,Camilla Foster,"11761 Fourth Ave, Apt 3677, Spring Valley, Nevada",5689827373,1993,Rent,0,1,$158895,camillfoster126@hotmail.com
690,Levi Ramirez,"23668 Seventh Place, East Los Angeles, California",4929362443,1988,Own,0,0,$57861,levramire14@protonmail.com
691,Owen Torres,"1502 Third St., Metairie, Louisiana",7238149569,1966,Rent,0,0,$247082,owe_torre508@aol.com
692,Cameron Rivera,"31056 Third Ave, Paradise, Nevada",3729581034,1961,Rent,0,2,$42339,cameron_rivera913@aol.com
693,Alexander Anderson,"844 Fourth Blvd., Arlington, Virginia",6282677807,1975,Rent,0,2,$84711,alexander.anderso412@aol.com
694,Liam Flores,"9135 Park Ave, Apt 8705, Brandon, Florida",6192020006,1954,Own,1,0,$114980,lia-flore295@hotmail.com
695,Luna Bailey,"8904 Eighth St., Apt 1719, Metairie, Louisiana",2721096731,1949,Rent,0,0,$69363,luna_bailey737@gmail.com
696,Jack Garcia,"24546 Park Blvd., Apt 1163, Paradise, Nevada",3290298046,1952,Rent,0,0,$21343,jack-garcia518@protonmail.com
697,Cameron Cooper,"15671 Oak Ln., Sunrise Manor, Nevada",6044690458,1986,Own,0,0,$104959,camero_coope277@outlook.com
698,Owen Price,"14039 Fifth Dr., Enterprise, Nevada",9305655985,1961,Rent,0,0,$178576,owen-pric794@aol.com
699,Aubrey Campbell,"17057 Oak Place, Apt 2466, Brandon, Florida",4262507527,1935,Rent,0,0,$82845,aubreycampbel935@outlook.com
700,Amelia Hill,"31649 Seventh Ln., Apt 4218, Paradise, Nevada",5845690707,1988,Rent,0,0,$202857,ameli_hil626@hotmail.com
701,Ellie Butler,"1313 Eighth St., Apt 8169, East Los Angeles, California",3587060856,1955,Own,0,0,$75607,ellie.butle978@yahoo.com
702,Zoe Lewis,"31380 Eighth St., Apt 5972, Paradise, Nevada",2461472501,1978,Rent,2,3,$120264,zoe.lewi103@yahoo.com
703,Lincoln Gonzalez,"3832 Sixth Dr., Apt 4287, Paradise, Nevada",5851934280,1957,Rent,0,0,$121118,lincoln-gonzalez695@hotmail.com
704,Sebastian Peterson,"6611 Eighth Blvd., Apt 2135, Spring Valley, Nevada",4443813406,1994,Rent,0,0,$193191,sebastia.peterson678@aol.com
705,Kinsley Barnes,"24768 Third Place, Apt 6042, Arlington, Virginia",7133507557,1935,Own,0,0,$58888,kinsley-barnes310@yahoo.com
706,Mia Reyes,"14436 Oak Blvd., Apt 1963, Brandon, Florida",3729031555,1946,Rent,0,0,$98230,mi-reye317@protonmail.com
707,Aurora Williams,"944 Cedar St., Brandon, Florida",6036402580,2005,N/A,0,0,$127978,auror_williams70@outlook.com
708,Elijah Scott,"18589 Oak Blvd., Apt 4873, Metairie, Louisiana",5383392858,1944,Rent,1,0,$24737,elijahscot462@outlook.com
709,Luke Bailey,"28140 Oak Ln., Apt 7648, Metairie, Louisiana",6528914151,1935,Rent,1,0,$179447,luk-bailey117@hotmail.com
710,Alexander Ramirez,"20083 Cedar Ave, Apt 8779, Enterprise, Nevada",2665511181,2018,N/A,0,0,0,alexanderamirez759@outlook.com
711,Lincoln Cruz,"9909 Third St., Apt 1791, Enterprise, Nevada",2191972443,2014,N/A,0,0,0,lincol.cruz658@aol.com
712,Matthew Martinez,"31559 Eighth Ln., East Los Angeles, California",2466219642,1940,Rent,0,4,$198900,matthew-martine743@outlook.com
713,Penelope Jones,"23819 Seventh Blvd., Apt 9022, Spring Valley, Nevada",4998635144,1965,Own,0,4,$204694,penelope-jones808@hotmail.com
714,Isaac Morales,"26718 Tenth Dr., Brandon, Florida",5869445254,1957,Rent,0,1,$35026,isaacmorale288@gmail.com
715,Eliana Cooper,"27185 Sixth Place, Apt 4857, Enterprise, Nevada",3787913695,2002,Rent,0,0,$208551,elianacooper914@outlook.com
716,Jayden King,"4856 First Ln., Spring Valley, Nevada",9689366288,1935,Rent,0,0,$191565,jaydekin816@aol.com
717,Matthew Myers,"27463 Third Ln., Metairie, Louisiana",5753145183,2011,N/A,0,0,0,matthew-myer288@aol.com
718,Grayson Garcia,"7187 Cedar Ln., Sunrise Manor, Nevada",4276476400,1927,Rent,0,0,$172198,grayson_garci493@outlook.com
719,Sophia Myers,"8622 Fourth Blvd., Apt 6206, Brandon, Florida",8908631392,2013,N/A,0,0,0,sophia.myer260@gmail.com
720,Abigail Collins,"25440 Park St., Apt 7206, Spring Valley, Nevada",8516271575,2008,N/A,0,0,0,abigai.collins412@hotmail.com
721,Isaac King,"20121 Ninth Dr., Arlington, Virginia",8474813671,2001,Rent,0,0,$36623,isaa-king968@gmail.com
722,Cameron Jones,"25156 Fourth Place, Brandon, Florida",3916495524,1948,Own,0,2,$228332,cameron.jones969@hotmail.com
723,Nora Torres,"26702 Cedar Ave, Apt 3477, East Los Angeles, California",3857375638,2017,N/A,0,0,0,nora_torres977@aol.com
724,Jack Thompson,"22848 Fifth Ave, Apt 5172, Paradise, Nevada",6328687915,1990,Own,0,0,$77435,jack-thompson150@hotmail.com
725,Sebastian Wilson,"13021 Ninth Blvd., Apt 3084, Enterprise, Nevada",4564014077,1991,Own,0,0,$248675,sebastia.wilson827@hotmail.com
726,Levi Long,"18461 Fourth Place, Brandon, Florida",7818701687,1987,Rent,1,0,$239391,levi_long8@hotmail.com
727,Ella Green,"12426 Second Ave, Apt 6831, Paradise, Nevada",2877612574,1936,Own,1,0,$221498,ell_green977@protonmail.com
728,Isla Cruz,"11430 Ninth Ave, Apt 9526, Metairie, Louisiana",2307418674,1943,Rent,0,0,$37421,isl_cru540@aol.com
729,Paisley Allen,"11423 Fourth Dr., Paradise, Nevada",8267230333,1984,Own,0,0,$61464,paisleallen871@protonmail.com
730,Henry Sullivan,"2603 Oak Blvd., Apt 8281, East Los Angeles, California",5285004644,1935,Rent,0,0,$111411,henry-sulliva469@protonmail.com
731,Josiah Jenkins,"13331 First Ln., Apt 5949, Enterprise, Nevada",3157917310,1994,Rent,0,0,$72933,josiahjenkins964@yahoo.com
732,Isaiah Morales,"3192 Fourth Place, Brandon, Florida",9491400664,1972,Rent,0,0,$161068,isaia-morale634@protonmail.com
733,Kinsley Davis,"3171 Sixth St., Sunrise Manor, Nevada",2510928030,1932,Rent,0,1,$147574,kinsley.davi874@hotmail.com
734,Noah Watson,"27781 Seventh St., Apt 1968, Enterprise, Nevada",3959983512,1970,Own,0,4,$203340,noahwatso936@hotmail.com
735,Sarah Jones,"4932 Seventh Place, Apt 2782, Brandon, Florida",7842902192,1926,Rent,0,0,$173619,sarah-jones710@protonmail.com
736,Hannah Walker,"16549 Oak Place, Apt 8871, Brandon, Florida",9616886339,2019,N/A,0,0,0,hannawalke362@hotmail.com
737,Aaliyah Martinez,"28520 Sixth Ave, Apt 967, Arlington, Virginia",2768863426,1990,Rent,0,1,$203563,aaliyah.martinez901@hotmail.com
738,Maya Morales,"30543 Fourth Place, Spring Valley, Nevada",4908122264,1943,Own,0,0,$136874,maya.morale852@hotmail.com
739,Amelia King,"28808 Eighth Blvd., Paradise, Nevada",8858444240,2004,N/A,0,0,$90236,amelia.kin503@protonmail.com
740,Ethan Brown,"18660 Fifth Place, Enterprise, Nevada",9521966233,1959,Rent,0,4,$80387,ethan.brown204@gmail.com
741,Gianna Rodriguez,"27362 Fifth Blvd., Metairie, Louisiana",3357304342,1956,Rent,0,0,$211089,gianna-rodrigue997@outlook.com
742,Caleb Sanders,"30810 Oak St., Apt 4633, Sunrise Manor, Nevada",5288225728,1927,Rent,0,0,$87186,cale.sander643@gmail.com
743,Charlotte Cruz,"11685 First Ln., East Los Angeles, California",9429507790,2000,Own,0,0,$15223,charlotte.cru798@gmail.com
744,Oliver Ross,"30511 Cedar Place, Apt 1740, Paradise, Nevada",3795596062,1931,Own,0,4,$126584,olive-ross895@gmail.com
745,Aurora Reed,"25297 Fourth Place, Apt 283, Spring Valley, Nevada",3649849078,1943,Own,2,0,$122421,aurorree723@aol.com
746,Lucas Russell,"13022 First Ln., Apt 6713, Enterprise, Nevada",8580287296,1990,Rent,1,0,$190701,luca-russel741@aol.com
747,Miles Ward,"9174 Sixth Ln., Apt 4744, Spring Valley, Nevada",2658616468,1939,Rent,0,0,$73747,miles_war919@gmail.com
748,Everly Lopez,"27374 Second Blvd., Metairie, Louisiana",2064500475,1971,Own,0,0,$67262,everly.lope397@yahoo.com
749,Muhammad Mitchell,"10704 First Ln., Apt 1868, Enterprise, Nevada",2777741796,2021,N/A,0,0,0,muhammad-mitchell342@aol.com
750,Mateo Watson,"9900 Eighth St., Enterprise, Nevada",9114624530,1977,Rent,0,0,$139780,mate-watso13@outlook.com
751,Charlie Peterson,"23910 Park Place, Arlington, Virginia",2249998664,1989,Rent,0,0,$209541,charlie_peterso792@hotmail.com
752,Aaliyah Butler,"493 Third Blvd., Apt 6213, East Los Angeles, California",4860859631,1987,Rent,0,0,$68456,aaliya_butle382@hotmail.com
753,Lila Watson,"2168 Ninth Blvd., Apt 181, Arlington, Virginia",5305371527,1975,Own,0,0,$73659,lila-watson358@yahoo.com
754,Alexander Ross,"85 Fifth St., Metairie, Louisiana",8973906372,1961,Rent,0,0,$19559,alexande_ros367@outlook.com
755,Sebastian Perry,"31669 Ninth Place, Apt 8299, Enterprise, Nevada",6985871418,1967,Rent,0,0,$64340,sebastianperr518@gmail.com
756,Amelia Rogers,"31712 Fifth Blvd., Apt 5247, Paradise, Nevada",4550931819,1989,Rent,0,1,$188702,amelia.roger161@hotmail.com
757,Olivia Phillips,"24155 Oak Place, Apt 8284, Paradise, Nevada",3010558863,1948,Rent,1,0,$45452,olivi.phillips966@outlook.com
758,Muhammad Stewart,"9937 Second Dr., Spring Valley, Nevada",8352110461,2010,N/A,0,0,0,muhammad_stewart926@yahoo.com
759,Jack Jones,"13714 Seventh Place, Paradise, Nevada",3600234594,2019,N/A,0,0,0,jack-jones789@hotmail.com
760,James Rivera,"19450 Fourth Blvd., Apt 630, Arlington, Virginia",8938440247,1923,Rent,0,0,$129518,jame_river49@aol.com
761,Kinsley Morris,"11297 Eighth Ave, Apt 2683, East Los Angeles, California",7133739791,1950,Rent,0,0,$52321,kinsley_morri689@protonmail.com
762,Levi Lopez,"30490 Ninth Ave, Apt 4719, Metairie, Louisiana",6324920736,1994,Own,0,2,$219807,lev-lopez475@outlook.com
763,Lila Gomez,"2894 First Ln., Arlington, Virginia",2981718420,1957,Rent,0,4,$111896,lil-gome992@yahoo.com
764,Luna Thomas,"22459 First Ave, Apt 1710, Brandon, Florida",4617273180,2012,N/A,0,0,0,lun_thomas279@yahoo.com
765,Madelyn Hernandez,"8078 Fifth Place, Apt 1851, Sunrise Manor, Nevada",9345046080,1975,Rent,1,0,$143750,madelynhernande280@aol.com
766,Isabella Ross,"2742 Seventh Ave, Spring Valley, Nevada",5879172267,1998,Own,0,4,$23126,isabella_ros153@aol.com
767,Maya Parker,"28346 Eighth Blvd., Sunrise Manor, Nevada",7156809769,1970,Rent,0,4,$126502,mayaparke13@gmail.com
768,Aria Evans,"24798 Oak Blvd., Brandon, Florida",9031203378,1997,Own,0,0,$159809,aria.evans420@yahoo.com
769,Nora Lopez,"21711 Ninth Blvd., Enterprise, Nevada",9450442750,2006,N/A,0,0,0,noralopez394@hotmail.com
770,Abigail Wright,"12176 Second St., Apt 9614, Enterprise, Nevada",3815820887,2001,Own,1,3,$228448,abigai-wrigh563@protonmail.com
771,James Williams,"19924 Sixth Ave, Apt 1559, Paradise, Nevada",8674902626,1932,Rent,0,0,$26108,james.williams586@yahoo.com
772,William Long,"24906 Oak Place, Apt 2970, Brandon, Florida",2043988769,1986,Rent,0,1,$193767,william-long965@gmail.com
773,Ella Jones,"16358 Second Blvd., Apt 7742, Spring Valley, Nevada",4111594447,1988,Rent,0,0,$191961,ellajone162@hotmail.com
774,Isaiah James,"30559 Eighth Ln., Arlington, Virginia",8994620924,1955,Own,0,2,$60446,isaiah.jame224@outlook.com
775,Wyatt Gutierrez,"12015 Oak Ave, Brandon, Florida",2330828140,1970,Own,0,0,$35473,wyatt_gutierre111@outlook.com
776,Aiden Gray,"4618 Third Ave, Metairie, Louisiana",9457257544,2009,N/A,0,0,0,aide_gra152@yahoo.com
777,Oliver Thomas,"6252 First Ln., Apt 3954, Brandon, Florida",8942576815,1961,Rent,0,2,$155520,oliver_thomas637@aol.com
778,Emma Morales,"15847 Third Ave, Paradise, Nevada",8678977884,1966,Rent,1,2,$22138,emma.morale601@hotmail.com
779,Chloe Bennett,"13236 Seventh Place, Apt 4190, Arlington, Virginia",2660828411,1984,Own,0,0,$182337,chlo.bennet538@gmail.com
780,Michael Gutierrez,"31416 Tenth St., Apt 5634, Paradise, Nevada",7523254208,2002,Rent,1,3,$113780,michae.gutierre383@outlook.com
781,Isabella Robinson,"24497 Park Ave, Apt 4407, Sunrise Manor, Nevada",9346681646,1941,Rent,1,0,$143185,isabell_robinso868@hotmail.com
782,Benjamin Carter,"9415 Sixth Ave, Arlington, Virginia",5080574993,1971,Rent,0,0,$120981,benjamicarter868@gmail.com
783,Jacob Evans,"9908 Cedar Ave, Apt 1821, Spring Valley, Nevada",6704590252,1921,Own,0,0,$236778,jacob.evans705@hotmail.com
784,Samuel Wright,"28764 Eighth Ln., Apt 8089, Spring Valley, Nevada",7068075551,2016,N/A,0,0,0,samuel.wright889@outlook.com
785,Emily Bennett,"30159 Ninth Blvd., Apt 9367, Enterprise, Nevada",6933974613,1928,Own,0,0,$141761,emilbennett602@protonmail.com
786,Jace Torres,"12712 Eighth St., Apt 9172, Sunrise Manor, Nevada",9076536475,1981,Rent,0,0,$178135,jac_torres985@outlook.com
787,Jack Howard,"9933 Oak St., Paradise, Nevada",5560093290,1984,Rent,0,0,$175220,jac-howar18@outlook.com
788,Mason Martinez,"29777 Oak Blvd., Arlington, Virginia",3157809971,1948,Own,0,0,$178105,mason.martinez677@outlook.com
789,Aria Sullivan,"29645 Tenth Blvd., Apt 6620, Enterprise, Nevada",6363487477,1943,Rent,0,0,$155154,ari_sullivan400@yahoo.com
790,Daniel Nelson,"22690 Sixth Ave, Apt 8867, Metairie, Louisiana",3633210109,1945,Rent,0,0,$146835,danienelson360@outlook.com
791,Alexander Watson,"14353 First Ave, Arlington, Virginia",2662651946,1991,Rent,0,0,$156059,alexander-watso178@protonmail.com
792,Paisley Young,"7852 Oak Dr., East Los Angeles, California",4247451662,1960,Rent,0,0,$41349,paisley_young88@hotmail.com
793,Maverick Wilson,"6043 First Ln., Apt 3118, Spring Valley, Nevada",4126495570,1929,Rent,0,0,$95388,maverick-wilson626@aol.com
794,Peyton Hernandez,"813 Tenth Dr., Sunrise Manor, Nevada",4583666143,1987,Rent,0,2,$210573,peyto_hernande230@aol.com
795,Elena Nelson,"16573 Fourth Dr., Brandon, Florida",2001164898,1922,Rent,0,0,$111462,elen-nelso89@outlook.com
796,Gianna Foster,"9087 Sixth St., Spring Valley, Nevada",5563455828,2016,N/A,0,0,0,giann-foste118@gmail.com
797,William Anderson,"18883 Oak Place, Arlington, Virginia",7473574565,1925,Rent,0,0,$227238,william.anderson529@protonmail.com
798,Leah White,"21972 Eighth Ave, Sunrise Manor, Nevada",8576150864,1988,Rent,1,2,$231609,lea-whit827@aol.com
799,Cameron Baker,"27898 Seventh Place, Metairie, Louisiana",6997972739,1943,Rent,0,0,$48145,camerobake107@outlook.com
800,Aubrey Foster,"23175 Eighth Ave, Sunrise Manor, Nevada",4711109360,1956,Rent,1,0,$216985,aubrey_foste696@protonmail.com
801,Elijah White,"1656 Third Blvd., Apt 7551, Spring Valley, Nevada",8102654341,1938,Rent,0,0,$32055,elijah.whit273@hotmail.com
802,Carson Perry,"14678 Eighth Ln., East Los Angeles, California",5226012972,1964,Own,0,0,$138668,carsonperr533@gmail.com
803,Owen Powell,"20215 Ninth Ave, Sunrise Manor, Nevada",4969090380,1927,Rent,0,0,$207868,owe.powel342@outlook.com
804,Isaiah Long,"21430 Park Blvd., Sunrise Manor, Nevada",7800716232,1934,Own,0,0,$89582,isaiah-lon587@protonmail.com
805,Ezra Thomas,"9306 Third Dr., Enterprise, Nevada",7819503190,1954,Rent,0,0,$73347,ezra_thoma748@outlook.com
806,Isla King,"30013 Ninth Ln., Spring Valley, Nevada",9230034808,1965,Rent,0,0,$238113,isl_king108@outlook.com
807,Luca Hill,"31413 Fifth Ln., Apt 4564, Spring Valley, Nevada",7926019709,1962,Rent,1,4,$191117,luca-hill74@outlook.com
808,William Clark,"17325 Ninth St., Brandon, Florida",8665902368,2005,N/A,0,0,$27500,willia_clar66@protonmail.com
